AL-2015,AL-2016,AL-2017,AL-2018,AL-2019,AL-2020,AK-2015,AK-2016,AK-2017,AK-2018,AK-2019,AK-2020,AZ-2015,AZ-2016,AZ-2017,AZ-2018,AZ-2019,AZ-2020,AR-2015,AR-2016,AR-2017,AR-2018,AR-2019,AR-2020,CA-2015,CA-2016,CA-2017,CA-2018,CA-2019,CA-2020,CO-2015,CO-2016,CO-2017,CO-2018,CO-2019,CO-2020,CT-2015,CT-2016,CT-2017,CT-2018,CT-2019,CT-2020,DE-2015,DE-2016,DE-2017,DE-2018,DE-2019,DE-2020,FL-2015,FL-2016,FL-2017,FL-2018,FL-2019,FL-2020,GA-2015,GA-2016,GA-2017,GA-2018,GA-2019,GA-2020,HI-2015,HI-2016,HI-2017,HI-2018,HI-2019,HI-2020,ID-2015,ID-2016,ID-2017,ID-2018,ID-2019,ID-2020,IL-2015,IL-2016,IL-2017,IL-2018,IL-2019,IL-2020,IN-2015,IN-2016,IN-2017,IN-2018,IN-2019,IN-2020,IA-2015,IA-2016,IA-2017,IA-2018,IA-2019,IA-2020,KS-2015,KS-2016,KS-2017,KS-2018,KS-2019,KS-2020,KY-2015,KY-2016,KY-2017,KY-2018,KY-2019,KY-2020,LA-2015,LA-2016,LA-2017,LA-2018,LA-2019,LA-2020,ME-2015,ME-2016,ME-2017,ME-2018,ME-2019,ME-2020,MD-2015,MD-2016,MD-2017,MD-2018,MD-2019,MD-2020,MA-2015,MA-2016,MA-2017,MA-2018,MA-2019,MA-2020,MI-2015,MI-2016,MI-2017,MI-2018,MI-2019,MI-2020,MN-2015,MN-2016,MN-2017,MN-2018,MN-2019,MN-2020,MS-2015,MS-2016,MS-2017,MS-2018,MS-2019,MS-2020,MO-2015,MO-2016,MO-2017,MO-2018,MO-2019,MO-2020,MT-2015,MT-2016,MT-2017,MT-2018,MT-2019,MT-2020,NE-2015,NE-2016,NE-2017,NE-2018,NE-2019,NE-2020,NV-2015,NV-2016,NV-2017,NV-2018,NV-2019,NV-2020,NH-2015,NH-2016,NH-2017,NH-2018,NH-2019,NH-2020,NJ-2015,NJ-2016,NJ-2017,NJ-2018,NJ-2019,NJ-2020,NM-2015,NM-2016,NM-2017,NM-2018,NM-2019,NM-2020,NY-2015,NY-2016,NY-2017,NY-2018,NY-2019,NY-2020,NC-2015,NC-2016,NC-2017,NC-2018,NC-2019,NC-2020,ND-2015,ND-2016,ND-2017,ND-2018,ND-2019,ND-2020,OH-2015,OH-2016,OH-2017,OH-2018,OH-2019,OH-2020,OK-2015,OK-2016,OK-2017,OK-2018,OK-2019,OK-2020,OR-2015,OR-2016,OR-2017,OR-2018,OR-2019,OR-2020,PA-2015,PA-2016,PA-2017,PA-2018,PA-2019,PA-2020,RI-2015,RI-2016,RI-2017,RI-2018,RI-2019,RI-2020,SC-2015,SC-2016,SC-2017,SC-2018,SC-2019,SC-2020,SD-2015,SD-2016,SD-2017,SD-2018,SD-2019,SD-2020,TN-2015,TN-2016,TN-2017,TN-2018,TN-2019,TN-2020,TX-2015,TX-2016,TX-2017,TX-2018,TX-2019,TX-2020,UT-2015,UT-2016,UT-2017,UT-2018,UT-2019,UT-2020,VT-2015,VT-2016,VT-2017,VT-2018,VT-2019,VT-2020,VA-2015,VA-2016,VA-2017,VA-2018,VA-2019,VA-2020,WA-2015,WA-2016,WA-2017,WA-2018,WA-2019,WA-2020,WV-2015,WV-2016,WV-2017,WV-2018,WV-2019,WV-2020,WI-2015,WI-2016,WI-2017,WI-2018,WI-2019,WI-2020,WY-2015,WY-2016,WY-2017,WY-2018,WY-2019,WY-2020
25,17,25,13,11,14,4,7,8,7,7,8,42,50,44,62,35,33,5,15,12,20,21,11,190,138,161,114,135,116,29,31,31,44,36,38,2,4,6,1,4,4,3,1,6,0,2,1,61,60,58,64,64,75,29,26,29,44,37,33,2,6,3,11,7,1,7,6,6,13,7,4,21,26,20,20,13,11,19,14,19,18,16,16,5,5,5,9,5,6,9,10,12,7,9,5,16,18,17,20,15,18,27,19,19,15,20,16,2,2,9,3,3,3,15,15,9,12,19,11,9,12,3,3,5,3,16,12,14,21,13,10,12,14,9,12,11,6,8,8,17,10,18,7,21,21,31,24,28,21,4,5,6,6,6,7,8,7,0,1,8,3,19,14,16,22,11,22,3,2,3,2,2,1,15,12,12,12,12,8,20,21,21,20,18,12,19,17,16,15,23,15,22,33,22,25,34,32,1,1,3,4,0,3,29,26,34,32,24,15,32,26,26,33,34,20,15,15,12,16,18,11,18,22,23,23,14,14,0,2,1,1,0,0,19,17,12,12,18,15,3,4,3,3,3,2,20,22,27,26,33,22,100,82,69,85,108,62,10,8,7,19,12,16,1,2,1,2,3,0,18,17,23,18,10,12,16,26,38,22,36,25,10,12,11,7,13,4,11,17,24,12,18,15,6,2,1,4,1,0
